STATIONS_ID; MESS_DATUM; QUALITAETS_NIVEAU; LUFTTEMPERATUR;DAMPFDRUCK;BEDECKUNGSGRAD;LUFTDRUCK_STATIONSHOEHE;REL_FEUCHTE; WINDGESCHWINDIGKEIT; LUFTTEMPERATUR_MAXIMUM;LUFTTEMPERATUR_MINIMUM;LUFTTEMP_AM_ERDB_MINIMUM; WINDSPITZE_MAXIMUM; NIEDERSCHLAGSHOEHE;NIEDERSCHLAGSHOEHE_IND;SONNENSCHEINDAUER; SCHNEEHOEHE;eor
Offenbach;20050806;   3;   16.2;  12.0;   5.4; 1002.40;   67.00;-999;   21.0;   12.0;   11.7;  10.5;   3.4;   4;    7.500;-999;eor
Offenbach;20050807;   3;   14.2;  11.1;   6.3;  998.90;   70.00;-999;   19.2;    9.8;    8.7;  13.3;   1.3;   4;    5.800;-999;eor
Offenbach;20050808;   3;   14.4;  12.7;   7.2; 1000.80;   78.00;-999;   19.2;   10.8;    9.9;   9.3;   1.6;   4;    3.200;-999;eor
Offenbach;20050809;   3;   15.5;  11.6;   6.5; 1000.00;   69.00;-999;   21.0;   11.2;    9.4;   9.6;   0.0;   0;    5.900;-999;eor
Offenbach;20050810;   3;   14.9;  10.8;   5.9;  998.80;   65.00;-999;   20.2;   10.2;    7.1;  11.0;   0.0;   0;     -999;-999;eor
Offenbach;20050811;   3;   15.5;  12.7;   5.3;  999.80;   74.00;-999;   23.0;    7.8;    5.4;   7.8;   0.0;   0;    5.100;-999;eor
Offenbach;20050812;   3;   17.3;  15.6;   5.3;  998.80;   80.00;-999;   25.3;   12.3;   10.6;   8.7;   3.2;   4;    6.100;-999;eor
Offenbach;20050813;   3;   16.5;  12.7;   3.8; 1003.20;   70.00;-999;   23.1;   10.1;    8.4;  12.5;   0.3;   4;    9.500;-999;eor
Offenbach;20050814;   3;   14.7;  15.0;   7.0;  998.30;   90.00;-999;   16.5;   13.4;   12.5;   7.7;  12.5;   4;    1.000;-999;eor
Offenbach;20050815;   3;   15.9;  15.1;   7.2; 1003.10;   84.00;-999;   20.8;   12.3;   11.4;   6.4;   2.6;   4;    4.000;-999;eor
Offenbach;20050816;   3;   18.2;  15.3;   3.8; 1006.50;   75.00;-999;   23.5;   14.0;   11.7;   7.8;   0.0;   0;    7.900;-999;eor
Offenbach;20050817;   3;   18.8;  14.1;   0.6; 1005.40;   68.00;-999;   25.9;   11.7;    9.7;   6.7;   0.0;   0;   12.900;-999;eor
Offenbach;20050818;   3;   21.6;  15.9;   1.3; 1001.00;   64.00;-999;   28.5;   13.9;   11.9;   8.8;   0.0;   0;   11.900;-999;eor
Offenbach;20050819;   3;   20.7;  17.6;   4.0;  999.60;   75.00;-999;   29.1;   14.4;   12.5;  11.6;  23.8;   4;    8.200;-999;eor
Offenbach;20050820;   3;   19.0;  16.0;   6.8; 1002.60;   74.00;-999;   -999;   -999;   -999;  -999;  -999;-999;     -999;-999;eor
Offenbach;20050821;   3;   -999;  -999;  -999;    -999;    -999;-999;   -999;   -999;   -999;  -999;  -999;-999;     -999;-999;eor
Offenbach;20050822;   3;   -999;  -999;  -999;    -999;    -999;-999;   24.4;   -999;   15.9;   9.4;   0.4;   4;     -999;-999;eor
Offenbach;20050823;   3;   19.3;  15.8;   7.1;  998.70;   71.00;-999;   23.0;   16.4;   15.9;   7.8;   0.0;   0;    2.700;-999;eor
Offenbach;20050824;   3;   18.9;  15.9;   6.6;  999.10;   73.00;-999;   22.9;   15.9;   14.4;   7.0;   0.1;   4;    5.000;-999;eor
Offenbach;20050825;   3;   16.2;  16.0;   6.8;  993.60;   87.00;-999;   18.7;   13.4;   11.7;  10.4;   3.8;   4;    0.000;-999;eor
Offenbach;20050826;   3;   15.5;  11.9;   3.1; 1002.00;   70.00;-999;   -999;   -999;   -999;  -999;  -999;-999;     -999;-999;eor
Offenbach;20050828;   3;   -999;  -999;  -999;    -999;    -999;-999;   -999;   -999;   -999;-999;  -999;-999;     -999;-999;eor
Offenbach;20050829;   3;   -999;  -999;  -999;    -999;    -999;-999;   28.2;   -999;   12.4;  -999;   0.0;   4;     -999;-999;eor
Offenbach;20050830;   3;   20.8;  15.1;   0.0; 1009.60;   66.00;-999;   29.7;   12.5;   10.5;   7.7;   0.0;   0;   12.700;-999;eor
Offenbach;20050831;   3;   21.5;  16.1;   0.0; 1003.10;   67.00;-999;   30.1;   13.7;   11.4;   8.1;   0.0;   0;   12.600;-999;eor
Offenbach;20050901;   3;   22.4;  17.7;   2.0; 1000.90;   68.00;-999;   30.0;   14.7;   12.8;   9.5;   0.0;   0;   10.300;-999;eor
Offenbach;20050902;   3;   21.6;  17.7;   4.2; 1008.80;   69.00;-999;   26.1;   17.0;   15.1;   5.1;   0.0;   0;    3.700;-999;eor
Offenbach;20050903;   3;   21.1;  16.3;   2.7; 1012.40;   67.00;-999;   27.1;   15.7;   13.0;   8.1;   0.0;   0;   10.300;-999;eor
Offenbach;20050904;   3;   19.8;  15.0;   0.8; 1009.50;   67.00;-999;   27.1;   12.9;   10.9;   7.0;   0.0;   0;   11.100;-999;eor
Offenbach;20050905;   3;   19.4;  12.9;   0.2; 1002.30;   62.00;-999;   27.6;   11.3;    9.0;   8.2;   0.0;   0;   12.400;-999;eor
Offenbach;20050906;   3;   20.3;  14.9;   0.5;  997.50;   65.00;-999;   28.9;   12.5;   10.3;   5.4;   0.0;   0;   11.800;-999;eor
Offenbach;20050907;   3;   20.8;  14.6;   0.1;  997.80;   65.00;-999;   30.0;   12.8;   10.4;   6.3;   0.0;   0;   12.200;-999;eor
Offenbach;20050908;   3;   21.0;  15.4;   0.3;  999.90;   66.00;-999;   30.2;   12.9;   11.1;   4.8;   0.0;   0;   11.100;-999;eor
Offenbach;20050909;   3;   21.0;  17.5;   5.0;  995.70;   72.00;-999;   27.9;   14.6;   12.6;   4.8;   0.1;   4;    4.800;-999;eor
Offenbach;20050910;   3;   19.7;  19.5;   6.4;  995.40;   85.00;-999;   23.0;   17.0;   16.1;   5.0;   2.4;   4;    0.000;-999;eor
Offenbach;20050911;   3;   17.9;  19.6;   7.3;  994.90;   95.00;-999;   20.1;   16.8;   16.6;   3.9;  16.5;   4;    0.000;-999;eor
Offenbach;20050912;   3;   16.9;  17.9;   7.8; 1000.20;   93.00;-999;   18.7;   15.9;   15.5;   7.3;   1.2;   4;    0.000;-999;eor
Offenbach;20050913;   3;   15.8;  13.8;   3.0; 1009.30;   78.00;-999;   21.1;   10.5;    9.3;   6.0;   0.0;   0;    7.900;-999;eor
Offenbach;20050914;   3;   16.7;  13.9;   5.5; 1008.00;   76.00;-999;   22.2;    9.5;    8.3;   9.7;   0.0;   0;    4.300;-999;eor
Offenbach;20050915;   3;   19.7;  16.6;   6.8; 1001.70;   73.00;-999;   24.7;   17.0;   15.8;  11.0;   7.3;   4;    4.300;-999;eor
Offenbach;20050916;   3;   14.8;  14.3;   6.5;  992.80;   83.00;-999;   19.4;    9.7;    8.0;  10.9;   6.5;   4;    0.900;-999;eor
Offenbach;20050917;   3;   10.7;   9.3;   1.9; 1004.80;   74.00;-999;   16.1;    5.8;    4.0;   8.6;   0.0;   0;     -999;-999;eor
Offenbach;20050918;   3;   11.1;   8.7;   0.5; 1011.20;   70.00;-999;   18.4;    3.8;    2.0;   8.1;   0.0;   0;     -999;-999;eor
Offenbach;20050919;   3;   12.3;   8.2;   0.0; 1010.20;   61.00;-999;   19.4;    6.2;    3.4;   9.5;   0.0;   0;     -999;-999;eor
Offenbach;20050920;   3;   11.0;   9.1;   0.5; 1009.30;   73.00;-999;   19.0;    4.0;    2.0;   4.8;   0.0;   0;     -999;-999;eor
Offenbach;20050921;   3;   11.9;   9.6;   0.2; 1008.30;   73.00;-999;   20.8;    4.3;    2.2;   5.8;  -999;-999;     -999;-999;eor
Offenbach;20050922;   3;   12.5;  -999;  -999;    -999;    -999;-999;   20.7;    5.7;    3.5;  -999;   0.0;   0;     -999;-999;eor
Offenbach;20050923;   3;   -999;  -999;  -999;    -999;    -999;-999;   -999;   -999;   -999;  -999;  -999;-999;     -999;-999;eor
Offenbach;20050925;   3;   -999;  -999;  -999;    -999;    -999;-999;   -999;   -999;   -999;-999;  -999;-999;     -999;-999;eor
Offenbach;20050926;   3;   17.5;  -999;  -999;    -999;    -999;-999;   21.9;   -999;   12.5;  -999;   0.0;   0;     -999;-999;eor
Offenbach;20050927;   3;   15.7;  -999;   6.0; 1005.40;    -999;-999;   20.7;   -999;   12.9;  -999;   1.0;   4;     -999;-999;eor
Offenbach;20050928;   3;   14.6;  -999;  -999; 1005.50;    -999;-999;   19.2;   11.4;   10.7;  -999;   2.3;   4;     -999;-999;eor
Offenbach;20050929;   3;   12.4;  11.5;  -999; 1003.30;   81.00;-999;   17.0;    9.8;    7.0;  12.2;   2.6;   4;    3.600;-999;eor
Offenbach;20050930;   3;   11.9;  10.1;  -999; 1008.80;   74.00;-999;   16.2;    8.7;    7.6;   8.9;   0.6;   4;    3.400;-999;eor
Offenbach;20051001;   3;   11.9;  13.0;  -999; 1000.30;   93.00;-999;   13.2;    9.1;    6.9;   6.9;  24.8;   4;    0.000;-999;eor
Offenbach;20051002;   3;   10.5;  11.9;  -999; 1004.30;   94.00;-999;   13.5;    7.8;    5.3;   4.3;   0.0;   0;    0.400;-999;eor
Offenbach;20051003;   3;   11.5;  11.4;  -999; 1010.60;   84.00;-999;   14.0;    8.3;    7.1;   6.9;   0.0;   0;    0.000;-999;eor
Offenbach;20051004;   3;   15.2;  13.7;  -999; 1008.50;   80.00;-999;   18.1;   12.3;   11.8;   8.8;   0.0;   0;    0.700;-999;eor
Offenbach;20051005;   3;   15.8;  14.6;  -999; 1008.40;   81.00;-999;   19.2;   12.3;   10.7;   6.4;   0.0;   0;    0.600;-999;eor
Offenbach;20051006;   3;   15.5;  13.2;  -999; 1007.70;   77.00;-999;   22.4;   10.2;    7.4;   6.4;   0.0;   0;   10.000;-999;eor
Offenbach;20051007;   3;   13.6;  12.6;  -999; 1005.20;   83.00;-999;   19.8;    9.0;    5.7;   6.7;   0.0;   0;    9.400;-999;eor
Offenbach;20051008;   3;   11.8;  13.0;  -999; 1005.00;   94.00;-999;   18.3;    7.2;    5.5;   3.9;   0.0;   0;    5.500;-999;eor
Offenbach;20051009;   3;   11.8;  13.3;  -999; 1008.80;   96.00;-999;   15.0;    9.3;    8.6;   4.4;   0.0;   0;    0.500;-999;eor
Offenbach;20051010;   3;   -999;  -999;  -999;    -999;    -999;-999;   -999;   -999;   -999;  -999;  -999;-999;     -999;-999;eor
Offenbach;20051011;   3;   -999;  -999;  -999;    -999;    -999;-999;   -999;   -999;    5.6;  -999;   0.0;   0;     -999;-999;eor
Offenbach;20051012;   3;   11.6;  11.0;   0.0; 1004.50;   80.00;-999;   19.8;    6.1;    3.3;   7.8;   0.0;   0;     -999;-999;eor
Offenbach;20051013;   3;   10.0;   9.9;   0.1; 1005.10;   83.00;-999;   18.9;    4.1;    1.5;   4.4;   0.0;   0;   10.100;-999;eor
Offenbach;20051014;   3;    9.6;  10.2;   0.1; 1011.40;   87.00;-999;   18.8;    3.4;    1.3;   2.9;   0.0;   0;    9.600;-999;eor
Offenbach;20051015;   3;    9.6;  10.0;   0.8; 1013.90;   86.00;-999;   18.7;    2.9;    0.8;   3.8;   0.0;   0;    9.700;-999;eor
Offenbach;20051016;   3;    9.9;   8.7;   0.1; 1012.20;   74.00;-999;   17.4;    4.2;    0.2;   5.9;   0.0;   0;    9.700;-999;eor
Offenbach;20051017;   3;    7.9;   7.4;   0.0; 1011.60;   72.00;-999;   14.3;    1.3;   -1.8;   8.4;   0.0;   0;   10.000;-999;eor
Offenbach;20051018;   3;    7.2;   7.1;   0.1; 1008.20;   73.00;-999;   13.9;    0.7;   -2.4;   8.2;   0.0;   0;    9.900;-999;eor
Offenbach;20051019;   3;    6.3;   8.5;   5.1; 1004.20;   88.00;-999;    9.8;    0.4;   -2.2;   6.1;   2.8;   4;    3.500;-999;eor
Offenbach;20051020;   3;   10.1;  12.1;   7.8;  999.70;   98.00;-999;   12.5;    7.7;    7.8;   4.7;   0.8;   4;    0.000;-999;eor
Offenbach;20051021;   3;   13.8;  14.1;   7.5;  992.90;   89.00;-999;   17.2;   10.3;    9.3;   8.9;   1.0;   4;     -999;-999;eor
Offenbach;20051022;   3;   16.3;  15.0;   7.2;  990.60;   81.00;-999;   18.2;   14.1;   13.1;  10.6;   2.2;   4;     -999;-999;eor
Offenbach;20051023;   3;   13.3;  13.4;   6.5;  998.40;   88.00;-999;   16.1;    8.9;    6.6;  10.7;   0.2;   4;     -999;-999;eor
Offenbach;20051024;   3;   12.3;  11.5;   7.3; 1003.90;   81.00;-999;   15.0;    7.6;    5.2;   7.1;   0.1;   4;     -999;-999;eor
Offenbach;20051025;   3;   -999;  -999;  -999;    -999;    -999;-999;   -999;   -999;   -999;  -999;  -999;-999;     -999;-999;eor
Offenbach;20051026;   3;   -999;  -999;  -999;    -999;    -999;-999;   19.7;   10.4;    7.6;  -999;   0.0;   0;     -999;-999;eor
Offenbach;20051027;   3;   13.7;  13.3;   3.1; 1006.50;   86.00;-999;   21.1;    8.1;    6.1;   5.7;   0.0;   0;    8.900;-999;eor
Offenbach;20051028;   3;   12.5;  12.9;   0.1; 1005.70;   89.00;-999;   19.3;    7.0;    4.6;   6.9;   0.0;   0;    8.700;-999;eor
Offenbach;20051029;   3;   12.0;  12.2;   3.3; 1004.90;   87.00;-999;   17.7;    7.8;    5.6;   7.5;   0.0;   0;    5.800;-999;eor
Offenbach;20051030;   3;   10.7;  11.3;   1.7; 1004.10;   88.00;-999;   16.2;    7.0;    4.2;   7.0;   0.0;   0;    5.700;-999;eor
Offenbach;20051031;   3;    9.9;  10.2;   2.5; 1000.40;   84.00;-999;   13.5;    6.3;    3.7;   7.0;   0.0;   0;    6.000;-999;eor
Offenbach;20051101;   3;   10.6;  11.3;   6.6; 1002.80;   88.00;-999;   -999;   -999;   -999;  -999;   4.2;   4;     -999;-999;eor
Offenbach;20051102;   3;    9.7;  -999;  -999;    -999;    -999;-999;   13.1;    4.4;    2.0;   4.2;   1.4;   4;    0.000;-999;eor
Offenbach;20051103;   3;   14.2;  14.0;   6.7; 1002.00;   87.00;-999;   19.4;   10.4;    8.0;   8.9;   0.0;   0;    5.200;-999;eor
Offenbach;20051104;   3;   12.6;  13.9;   7.4; 1000.90;   95.00;-999;   15.1;    9.9;    7.7;   5.0;   6.1;   4;    0.000;-999;eor
Offenbach;20051105;   3;   10.6;  10.3;   6.0; 1009.10;   81.00;-999;   13.2;    6.9;    4.4;   9.3;   0.0;   0;    5.800;-999;eor
Offenbach;20051106;   3;    8.1;   9.7;   4.8; 1012.00;   90.00;-999;   13.3;    3.2;    0.6;   3.4;   0.0;   0;    1.300;-999;eor
Offenbach;20051107;   3;    6.8;   8.8;   5.0; 1010.50;   89.00;-999;   10.5;    1.2;   -0.8;   5.4;   0.0;   0;     -999;-999;eor
Offenbach;20051108;   3;    9.4;   9.4;   2.3; 1009.60;   81.00;-999;   14.7;    4.4;    1.4;   8.9;   0.0;   0;    8.700;-999;eor
Offenbach;20051109;   3;    6.6;   8.7;   3.3; 1008.50;   89.00;-999;   13.4;    1.7;   -0.3;   5.1;   0.0;   0;    6.800;-999;eor
Offenbach;20051110;   3;    7.3;   9.6;   6.7; 1018.30;   94.00;-999;   12.1;    3.6;    2.1;   5.3;   0.5;   4;    0.700;-999;eor
Offenbach;20051111;   3;    8.7;   9.0;   7.0; 1014.30;   80.00;-999;   11.1;    3.6;    0.8;   8.6;   0.0;   0;    0.000;-999;eor
Offenbach;20051112;   3;    8.0;   8.9;   5.6; 1004.40;   83.00;-999;   12.1;    3.6;    0.8;   6.8;   0.0;   0;    6.300;-999;eor
Offenbach;20051113;   3;    8.0;   8.9;   3.8; 1006.40;   84.00;-999;   13.1;    3.8;    1.0;   5.6;   0.0;   0;    6.600;-999;eor
Offenbach;20051114;   3;    5.9;   8.1;   7.9; 1009.60;   87.00;-999;    7.1;    4.8;    4.5;   5.4;   0.0;   0;    0.000;-999;eor
Offenbach;20051115;   3;    4.5;   7.3;   7.8;  997.20;   86.00;-999;    5.2;    3.9;    3.7;   9.1;   3.6;   4;    0.000;-999;eor
Offenbach;20051116;   3;    5.8;  -999;  -999;    -999;    -999;-999;    6.3;   -999;   -999;  -999;   2.3;   4;     -999;-999;eor
Offenbach;20051117;   3;   -999;  -999;  -999;    -999;    -999;-999;   -999;   -999;   -999;  -999;   0.3;   4;     -999;-999;eor
Offenbach;20051118;   3;    3.3;  -999;  -999;    -999;    -999;-999;    6.3;   -2.1;   -4.1;   7.5;   0.2;   4;    1.000;-999;eor
Offenbach;20051119;   3;   -0.7;   5.6;   6.9; 1014.50;   97.00;-999;    1.1;   -3.2;   -5.5;   3.2;   0.0;   0;    0.000;-999;eor
Offenbach;20051120;   3;    1.2;   6.0;   7.8; 1015.70;   90.00;-999;    2.4;   -0.7;   -2.4;   6.6;   0.1;   4;    0.000;-999;eor
Offenbach;20051121;   3;    3.3;   6.7;   5.8; 1014.70;   86.00;-999;    7.0;   -1.1;   -3.7;   8.2;   0.5;   4;    2.200;-999;eor
Offenbach;20051122;   3;    0.8;   5.5;   4.7; 1021.00;   85.00;-999;    3.6;   -2.8;   -6.1;   8.2;   0.0;   0;    5.600;-999;eor
Offenbach;20051123;   3;    2.5;   6.2;   7.6; 1017.80;   85.00;-999;    3.8;    0.6;   -0.8;   7.1;   0.0;   4;    0.000;-999;eor
Offenbach;20051124;   3;    0.7;   5.8;   7.8; 1000.80;   89.00;-999;    3.1;   -0.8;   -0.8;  10.7;   5.2;   4;    0.000;-999;eor
Offenbach;20051125;   3;    0.3;   5.3;   6.0;  976.90;   85.00;-999;    2.1;   -0.6;   -2.4;  13.7;   0.0;   4;    2.300;-999;eor
Offenbach;20051126;   3;    1.7;   4.8;   6.7;  978.90;   69.00;-999;    4.3;    0.0;   -1.3;  11.9;   0.1;   4;    4.000;-999;eor
Offenbach;20051127;   3;    1.5;   5.9;   7.6;  980.40;   86.00;-999;    2.4;    0.0;   -0.3;   8.8;   1.1;   4;    0.000;-999;eor
Offenbach;20051128;   3;    1.9;   6.5;   7.6;  984.40;   94.00;-999;    2.9;    1.0;   -0.6;   8.2;   0.9;   4;    0.000;-999;eor
Offenbach;20051129;   3;    2.2;   6.1;   7.0;  992.00;   85.00;-999;    4.8;   -2.0;   -4.5;   5.6;   0.0;   0;    0.500;-999;eor
Offenbach;20051130;   3;    1.0;   5.8;   8.0;  999.40;   89.00;-999;    3.0;   -1.7;   -2.7;   5.1;   0.0;   4;    0.000;-999;eor
Offenbach;20051201;   3;    0.8;   5.2;   2.7;  997.80;   81.00;-999;    4.6;   -2.9;   -6.4;   7.6;   0.0;   0;    7.500;-999;eor
Offenbach;20051202;   3;   -0.7;   4.5;   4.5;  988.80;   77.00;-999;    1.3;   -3.4;   -5.4;   7.0;   0.0;   4;    3.600;-999;eor
Offenbach;20051203;   3;    3.6;   6.2;   7.5;  986.80;   77.00;-999;    8.0;   -0.3;   -2.3;  11.4;   3.0;   4;    0.700;-999;eor
Offenbach;20051204;   3;    7.7;   9.2;   7.3;  984.60;   87.00;-999;    9.1;    6.7;    5.9;  11.0;  14.4;   4;    0.600;-999;eor
Offenbach;20051205;   3;    6.4;   8.5;   6.6;  985.60;   89.00;-999;    8.1;    4.3;    2.4;  10.1;   0.5;   4;    1.600;-999;eor
Offenbach;20051206;   3;    4.3;   7.4;   7.2;  991.60;   89.00;-999;    7.1;    1.6;   -0.7;   6.7;   0.2;   4;    1.300;-999;eor
Offenbach;20051207;   3;    4.1;   7.5;   8.0;  999.60;   91.00;-999;    5.6;    2.4;    1.7;  -999;   0.4;   4;    0.000;-999;eor
Offenbach;20051208;   3;    4.3;   7.2;   7.8; 1003.60;   87.00;-999;    5.6;    1.4;   -1.0;   7.8;   0.3;   4;    0.200;-999;eor
Offenbach;20051209;   3;    3.0;   6.4;   6.3; 1019.30;   85.00;-999;    5.3;   -0.8;   -3.0;   5.7;   0.0;   0;    0.100;-999;eor
Offenbach;20051210;   3;   -0.8;   5.1;   0.0; 1026.70;   90.00;-999;    3.6;   -4.1;   -7.1;   4.1;   0.0;   0;    7.200;-999;eor
Offenbach;20051211;   3;   -1.8;   4.5;   3.2; 1024.40;   86.00;-999;    2.4;   -5.9;   -8.0;   3.3;   0.0;   0;    6.000;-999;eor
Offenbach;20051212;   3;    2.1;   6.3;   7.7; 1017.70;   88.00;-999;    5.0;   -0.8;   -2.7;   8.3;   0.0;   4;    0.000;-999;eor
Offenbach;20051213;   3;    2.4;   6.5;   6.8; 1018.30;   89.00;-999;    4.9;   -1.2;   -3.5;   5.7;   0.0;   4;    0.000;-999;eor
Offenbach;20051214;   3;    3.2;   7.3;   7.5; 1011.10;   95.00;-999;    4.6;    1.9;   -0.2;   4.3;   0.4;   4;    0.200;-999;eor
Offenbach;20051215;   3;    4.6;   7.7;   7.4; 1003.60;   91.00;-999;    6.6;    2.4;    0.8;  11.0;   2.9;   4;     -999;-999;eor
Offenbach;20051216;   3;    5.9;   7.6;   7.3;  988.20;   81.00;-999;    9.0;    2.8;    0.7;  18.9;   1.7;   4;    0.000;-999;eor
Offenbach;20051217;   3;    1.1;   5.4;   5.0;  993.30;   81.00;-999;    3.3;   -1.8;   -6.7;  13.4;   1.4;   4;    2.700;-999;eor
Offenbach;20051218;   3;    0.6;   5.5;   6.6; 1005.00;   86.00;-999;    3.1;   -3.9;   -8.4;   8.8;   0.6;   4;    0.600;-999;eor
Offenbach;20051219;   3;    0.9;   5.8;   7.3; 1008.20;   89.00;-999;    1.7;    0.1;   -1.5;  10.3;   0.9;   4;    0.000;-999;eor
Offenbach;20051220;   3;    2.4;   6.4;   7.0; 1014.80;   88.00;-999;    4.7;    0.1;   -2.4;   9.7;   0.0;   4;    0.600;-999;eor
Offenbach;20051221;   3;    2.1;   6.2;   6.0; 1018.10;   87.00;-999;    5.6;   -0.1;   -2.4;   6.0;   0.1;   4;    3.100;-999;eor
Offenbach;20051222;   3;    1.6;   6.4;   7.8; 1015.40;   93.00;-999;    2.6;    0.3;   -0.2;   9.0;   5.0;   4;    0.000;-999;eor
Offenbach;20051223;   3;    3.8;   7.6;   7.9; 1012.40;   94.00;-999;    5.1;    2.1;    1.9;   7.1;   0.0;   4;    0.000;-999;eor
Offenbach;20051224;   3;    5.2;   8.0;   8.0; 1008.80;   90.00;-999;    6.1;    4.3;    3.8;   7.2;   0.0;   4;    0.000;-999;eor
Offenbach;20051225;   3;    2.6;   7.0;   5.9; 1006.00;   95.00;-999;    5.5;   -2.2;   -5.0;   7.1;   1.7;   4;    0.500;-999;eor
Offenbach;20051226;   3;    0.5;   5.9;   6.6;  997.60;   94.00;-999;    4.1;   -2.2;   -2.6;   7.6;   5.8;   4;    2.400;-999;eor
Offenbach;20051227;   3;   -1.5;   5.1;   6.8;  992.80;   93.00;-999;    0.0;   -3.2;   -2.2;   6.6;   2.0;   4;    0.000;-999;eor
Offenbach;20051228;   3;   -2.4;   4.5;   6.8;  994.10;   87.00;-999;   -1.6;   -3.6;   -0.9;   6.6;   0.3;   4;    0.000;-999;eor
Offenbach;20051229;   3;   -3.3;   4.4;   7.2;  999.70;   91.00;-999;   -1.8;   -4.2;   -1.6;   7.6;   0.5;   4;    0.000;-999;eor
Offenbach;20051230;   3;   -3.0;   4.0;   6.4; 1000.70;   83.00;-999;   -1.6;   -4.5;   -9.6;   8.8;   3.7;   4;    2.000;-999;eor
Offenbach;20051231;   3;    1.3;   6.4;   7.0;  988.00;   94.00;-999;    6.0;   -4.5;   -4.4;  11.2;   2.2;   4;    0.300;-999;eor
Offenbach;20060101;   3;    3.9;   7.4;   7.4;  991.00;   92.00;   2.1;    6.2;    2.3;    1.5;   7.0;   0.3;   4;    0.000;-999;eor
